file_path,split,Emotion,duration,Utterance,speaker_id,dataset_name,dataset_dir,unique_utterance
1001_ITS_FEA_XX.wav,train,fear,2.135,I think I've seen this before,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_ITS_HAP_XX.wav,train,happiness,2.202,I think I've seen this before,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_ITS_NEU_XX.wav,train,neutral,2.436,I think I've seen this before,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_ITS_SAD_XX.wav,train,sadness,2.669,I think I've seen this before,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_IWL_ANG_XX.wav,train,anger,3.17,I would like a new alarm clock,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_IWL_DIS_XX.wav,train,disgust,2.569,I would like a new alarm clock,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_IWL_FEA_XX.wav,train,fear,2.369,I would like a new alarm clock,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_IWL_HAP_XX.wav,train,happiness,2.102,I would like a new alarm clock,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_IWL_NEU_XX.wav,train,neutral,2.836,I would like a new alarm clock,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_IWL_SAD_XX.wav,train,sadness,2.836,I would like a new alarm clock,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_IWW_ANG_XX.wav,train,anger,2.276,I wonder what this is about,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_IWW_DIS_XX.wav,train,disgust,2.069,I wonder what this is about,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_IWW_FEA_XX.wav,train,fear,2.202,I wonder what this is about,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_IWW_HAP_XX.wav,train,happiness,1.969,I wonder what this is about,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_IWW_NEU_XX.wav,train,neutral,2.269,I wonder what this is about,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_IWW_SAD_XX.wav,train,sadness,2.035,I wonder what this is about,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_MTI_ANG_XX.wav,train,anger,3.003,Maybe tomorrow it will be cold,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_MTI_DIS_XX.wav,train,disgust,2.936,Maybe tomorrow it will be cold,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_MTI_FEA_XX.wav,train,fear,2.369,Maybe tomorrow it will be cold,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_MTI_HAP_XX.wav,train,happiness,2.369,Maybe tomorrow it will be cold,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_MTI_NEU_XX.wav,train,neutral,2.302,Maybe tomorrow it will be cold,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_MTI_SAD_XX.wav,train,sadness,2.302,Maybe tomorrow it will be cold,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TAI_ANG_XX.wav,train,anger,2.336,The airplane is almost full,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TAI_DIS_XX.wav,train,disgust,2.736,The airplane is almost full,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TAI_FEA_XX.wav,train,fear,2.402,The airplane is almost full,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TAI_HAP_XX.wav,train,happiness,2.502,The airplane is almost full,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TAI_NEU_XX.wav,train,neutral,2.569,The airplane is almost full,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TAI_SAD_XX.wav,train,sadness,2.803,The airplane is almost full,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TIE_ANG_XX.wav,train,anger,3.103,That is exactly what happened,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TIE_DIS_XX.wav,train,disgust,2.202,That is exactly what happened,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TIE_FEA_XX.wav,train,fear,2.236,That is exactly what happened,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TIE_HAP_XX.wav,train,happiness,2.302,That is exactly what happened,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TIE_NEU_XX.wav,train,neutral,2.536,That is exactly what happened,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TIE_SAD_XX.wav,train,sadness,3.036,That is exactly what happened,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TSI_ANG_XX.wav,train,anger,2.502,The surface is slick,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TSI_DIS_XX.wav,train,disgust,2.169,The surface is slick,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TSI_FEA_XX.wav,train,fear,1.902,The surface is slick,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TSI_HAP_XX.wav,train,happiness,2.169,The surface is slick,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TSI_NEU_XX.wav,train,neutral,2.436,The surface is slick,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_TSI_SAD_XX.wav,train,sadness,2.502,The surface is slick,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_WSI_ANG_XX.wav,train,anger,2.736,We'll stop in a couple of minutes,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_WSI_DIS_XX.wav,train,disgust,2.669,We'll stop in a couple of minutes,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_WSI_FEA_XX.wav,train,fear,2.336,We'll stop in a couple of minutes,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_WSI_HAP_XX.wav,train,happiness,2.276,We'll stop in a couple of minutes,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_WSI_NEU_XX.wav,train,neutral,2.736,We'll stop in a couple of minutes,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1001_WSI_SAD_XX.wav,train,sadness,2.336,We'll stop in a couple of minutes,1001.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_DFA_ANG_XX.wav,train,anger,2.569,Don't forget a jacket,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_DFA_DIS_XX.wav,train,disgust,2.536,Don't forget a jacket,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_DFA_FEA_XX.wav,train,fear,2.736,Don't forget a jacket,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_DFA_HAP_XX.wav,train,happiness,2.202,Don't forget a jacket,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_DFA_NEU_XX.wav,train,neutral,2.502,Don't forget a jacket,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_DFA_SAD_XX.wav,train,sadness,2.369,Don't forget a jacket,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_ANG_HI.wav,train,anger,2.736,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_ANG_LO.wav,train,anger,2.402,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_ANG_MD.wav,train,anger,2.769,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_DIS_HI.wav,train,disgust,3.003,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_DIS_LO.wav,train,disgust,2.87,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_DIS_MD.wav,train,disgust,2.603,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_FEA_HI.wav,train,fear,3.203,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_FEA_LO.wav,train,fear,2.603,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_FEA_MD.wav,train,fear,1.935,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_HAP_HI.wav,train,happiness,2.502,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_HAP_LO.wav,train,happiness,2.836,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_HAP_MD.wav,train,happiness,2.269,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_NEU_XX.wav,train,neutral,2.569,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_SAD_HI.wav,train,sadness,2.736,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_SAD_LO.wav,train,sadness,2.269,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IEO_SAD_MD.wav,train,sadness,2.369,It's eleven o'clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IOM_ANG_XX.wav,train,anger,2.836,I'm on my way to the meeting,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IOM_DIS_XX.wav,train,disgust,2.769,I'm on my way to the meeting,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IOM_FEA_XX.wav,train,fear,2.603,I'm on my way to the meeting,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IOM_HAP_XX.wav,train,happiness,2.336,I'm on my way to the meeting,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IOM_NEU_XX.wav,train,neutral,2.336,I'm on my way to the meeting,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IOM_SAD_XX.wav,train,sadness,2.669,I'm on my way to the meeting,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_ITH_ANG_XX.wav,train,anger,2.936,I think I have a doctor's appointment,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_ITH_DIS_XX.wav,train,disgust,3.804,I think I have a doctor's appointment,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_ITH_FEA_XX.wav,train,fear,3.503,I think I have a doctor's appointment,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_ITH_HAP_XX.wav,train,happiness,2.769,I think I have a doctor's appointment,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_ITH_NEU_XX.wav,train,neutral,2.502,I think I have a doctor's appointment,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_ITH_SAD_XX.wav,train,sadness,2.736,I think I have a doctor's appointment,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_ITS_ANG_XX.wav,train,anger,2.703,I think I've seen this before,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_ITS_DIS_XX.wav,train,disgust,2.836,I think I've seen this before,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_ITS_FEA_XX.wav,train,fear,2.469,I think I've seen this before,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_ITS_HAP_XX.wav,train,happiness,2.436,I think I've seen this before,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_ITS_NEU_XX.wav,train,neutral,2.336,I think I've seen this before,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_ITS_SAD_XX.wav,train,sadness,2.636,I think I've seen this before,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IWL_ANG_XX.wav,train,anger,2.603,I would like a new alarm clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IWL_DIS_XX.wav,train,disgust,3.103,I would like a new alarm clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IWL_FEA_XX.wav,train,fear,3.237,I would like a new alarm clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IWL_HAP_XX.wav,train,happiness,2.869,I would like a new alarm clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IWL_NEU_XX.wav,train,neutral,2.636,I would like a new alarm clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IWL_SAD_XX.wav,train,sadness,2.703,I would like a new alarm clock,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IWW_ANG_XX.wav,train,anger,2.402,I wonder what this is about,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IWW_DIS_XX.wav,train,disgust,3.103,I wonder what this is about,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IWW_FEA_XX.wav,train,fear,2.603,I wonder what this is about,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IWW_HAP_XX.wav,train,happiness,2.469,I wonder what this is about,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IWW_NEU_XX.wav,train,neutral,2.502,I wonder what this is about,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_IWW_SAD_XX.wav,train,sadness,2.369,I wonder what this is about,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_MTI_ANG_XX.wav,train,anger,2.736,Maybe tomorrow it will be cold,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_MTI_DIS_XX.wav,train,disgust,3.637,Maybe tomorrow it will be cold,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_MTI_FEA_XX.wav,train,fear,2.936,Maybe tomorrow it will be cold,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_MTI_HAP_XX.wav,train,happiness,2.669,Maybe tomorrow it will be cold,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_MTI_NEU_XX.wav,train,neutral,2.869,Maybe tomorrow it will be cold,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_MTI_SAD_XX.wav,train,sadness,2.703,Maybe tomorrow it will be cold,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TAI_ANG_XX.wav,train,anger,2.502,The airplane is almost full,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TAI_DIS_XX.wav,train,disgust,3.203,The airplane is almost full,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TAI_FEA_XX.wav,train,fear,2.769,The airplane is almost full,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TAI_HAP_XX.wav,train,happiness,2.536,The airplane is almost full,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TAI_NEU_XX.wav,train,neutral,2.636,The airplane is almost full,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TAI_SAD_XX.wav,train,sadness,2.769,The airplane is almost full,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TIE_ANG_XX.wav,train,anger,2.536,That is exactly what happened,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TIE_DIS_XX.wav,train,disgust,3.604,That is exactly what happened,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TIE_FEA_XX.wav,train,fear,3.136,That is exactly what happened,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TIE_HAP_XX.wav,train,happiness,2.402,That is exactly what happened,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TIE_SAD_XX.wav,train,sadness,3.136,That is exactly what happened,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TSI_ANG_XX.wav,train,anger,2.436,The surface is slick,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TSI_DIS_XX.wav,train,disgust,2.769,The surface is slick,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TSI_FEA_XX.wav,train,fear,2.336,The surface is slick,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TSI_HAP_XX.wav,train,happiness,2.035,The surface is slick,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TSI_NEU_XX.wav,train,neutral,2.369,The surface is slick,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_TSI_SAD_XX.wav,train,sadness,2.402,The surface is slick,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_WSI_ANG_XX.wav,train,anger,2.603,We'll stop in a couple of minutes,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_WSI_DIS_XX.wav,train,disgust,3.437,We'll stop in a couple of minutes,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_WSI_FEA_XX.wav,train,fear,2.502,We'll stop in a couple of minutes,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_WSI_HAP_XX.wav,train,happiness,2.769,We'll stop in a couple of minutes,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_WSI_NEU_XX.wav,train,neutral,2.436,We'll stop in a couple of minutes,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1002_WSI_SAD_XX.wav,train,sadness,2.736,We'll stop in a couple of minutes,1002.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_DFA_ANG_XX.wav,train,anger,3.136,Don't forget a jacket,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_DFA_DIS_XX.wav,train,disgust,3.237,Don't forget a jacket,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_DFA_FEA_XX.wav,train,fear,3.07,Don't forget a jacket,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_DFA_HAP_XX.wav,train,happiness,3.27,Don't forget a jacket,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_DFA_NEU_XX.wav,train,neutral,3.237,Don't forget a jacket,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_DFA_SAD_XX.wav,train,sadness,3.203,Don't forget a jacket,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_ANG_HI.wav,train,anger,2.569,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_ANG_LO.wav,train,anger,2.276,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_ANG_MD.wav,train,anger,2.569,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_DIS_HI.wav,train,disgust,3.17,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_DIS_LO.wav,train,disgust,2.002,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_DIS_MD.wav,train,disgust,2.069,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_FEA_HI.wav,train,fear,2.769,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_FEA_LO.wav,train,fear,2.569,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_FEA_MD.wav,train,fear,2.502,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_HAP_HI.wav,train,happiness,2.202,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_HAP_LO.wav,train,happiness,2.369,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_HAP_MD.wav,train,happiness,2.302,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_NEU_XX.wav,train,neutral,2.269,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_SAD_HI.wav,train,sadness,2.469,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_SAD_LO.wav,train,sadness,2.502,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IEO_SAD_MD.wav,train,sadness,2.669,It's eleven o'clock,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IOM_ANG_XX.wav,train,anger,2.736,I'm on my way to the meeting,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IOM_DIS_XX.wav,train,disgust,3.303,I'm on my way to the meeting,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IOM_FEA_XX.wav,train,fear,2.669,I'm on my way to the meeting,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IOM_HAP_XX.wav,train,happiness,2.903,I'm on my way to the meeting,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IOM_NEU_XX.wav,train,neutral,3.203,I'm on my way to the meeting,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_IOM_SAD_XX.wav,train,sadness,2.836,I'm on my way to the meeting,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_ITH_ANG_XX.wav,train,anger,3.67,I think I have a doctor's appointment,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_ITH_DIS_XX.wav,train,disgust,4.037,I think I have a doctor's appointment,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_ITH_FEA_XX.wav,train,fear,3.537,I think I have a doctor's appointment,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_ITH_HAP_XX.wav,train,happiness,3.136,I think I have a doctor's appointment,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_ITH_NEU_XX.wav,train,neutral,4.037,I think I have a doctor's appointment,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_ITH_SAD_XX.wav,train,sadness,3.637,I think I have a doctor's appointment,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_ITS_ANG_XX.wav,train,anger,3.737,I think I've seen this before,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_ITS_DIS_XX.wav,train,disgust,3.704,I think I've seen this before,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
1003_ITS_FEA_XX.wav,train,fear,3.136,I think I've seen this before,1003.0,CREMA_D,../../../../../datasets/public/CREMA_D,False
